Id,Call Timestamp,Call-Centres City,Channel,City,Customer Name,Reason,Response Time,Sentiment,State,Call Duration In Minutes,Csat Score
JWI-77742251-w-842224-oX,20-10-2020,Denver,Email,Colorado Springs,Catina Crapper,Billing Question,Within SLA,Negative,Colorado,44,6
CAD-20499656-0-343095-G5,22-10-2020,Denver,Email,Peoria,Horst Sherborne,Billing Question,Within SLA,Negative,Illinois,17,6
EUK-46116174-k-830722-oP,28-10-2020,Denver,Email,New York City,Myrtia Merryman,Billing Question,Within SLA,Negative,New York,25,6
YSY-12681958-l-386391-dB,01-10-2020,Denver,Email,Boise,Enrique Tremouille,Billing Question,Within SLA,Neutral,Idaho,12,
DAV-93106638-A-884602-VI,01-10-2020,Denver,Email,Houston,Sheffield Dumelow,Billing Question,Within SLA,Neutral,Texas,38,
YZK-07046128-p-677062-WD,03-10-2020,Denver,Email,Orlando,Feliza Spelsbury,Billing Question,Within SLA,Neutral,Florida,8,
OIC-33940824-R-703303-Po,03-10-2020,Denver,Email,San Antonio,Perice Duchart,Billing Question,Within SLA,Neutral,Texas,31,
CXH-57599052-P-680510-F7,03-10-2020,Denver,Email,Washington,Finlay Cobleigh,Billing Question,Within SLA,Neutral,District of Columbia,33,
ALY-85318796-W-486545-m0,03-10-2020,Denver,Email,Stockton,Etta Richardt,Billing Question,Within SLA,Neutral,California,44,
RVY-04849927-z-597608-dy,04-10-2020,Denver,Email,Philadelphia,Ezekiel Quickfall,Billing Question,Within SLA,Neutral,Pennsylvania,13,
ADO-00229174-3-541377-bp,04-10-2020,Denver,Email,Phoenix,Jayne Pridgeon,Billing Question,Within SLA,Neutral,Arizona,28,
TOA-44520659-g-889313-Ok,04-10-2020,Denver,Email,Houston,Agna Santo,Billing Question,Within SLA,Neutral,Texas,29,
BGE-58404504-Y-920031-H2,06-10-2020,Denver,Email,White Plains,Bridget Hadigate,Billing Question,Within SLA,Neutral,New York,5,
LWU-47592578-f-423928-iV,08-10-2020,Denver,Email,Tucson,Jenica Mateja,Billing Question,Within SLA,Neutral,Arizona,25,
KXF-88865883-e-102826-D0,09-10-2020,Denver,Email,Sacramento,Way Speers,Billing Question,Within SLA,Neutral,California,21,
TST-02638228-2-576297-tQ,09-10-2020,Denver,Email,Albuquerque,Donovan Houlridge,Billing Question,Within SLA,Neutral,New Mexico,22,
MCY-56874128-9-950503-fg,10-10-2020,Denver,Email,Anaheim,Candida McCole,Billing Question,Within SLA,Neutral,California,14,
IOD-06319243-i-163710-us,10-10-2020,Denver,Email,Tulsa,Caprice Woolatt,Billing Question,Within SLA,Neutral,Oklahoma,30,
VZZ-84141228-T-033283-dp,11-10-2020,Denver,Email,Carson City,Stillman Petch,Billing Question,Within SLA,Neutral,Nevada,20,
XFE-01258139-D-069775-e3,11-10-2020,Denver,Email,Atlanta,Courtnay Gonnard,Billing Question,Within SLA,Neutral,Georgia,22,
AUE-60022038-R-307664-gv,11-10-2020,Denver,Email,Marietta,Carolyn Reach,Billing Question,Within SLA,Neutral,Georgia,27,
ZPZ-07201884-C-276741-OB,12-10-2020,Denver,Email,Bradenton,Charlot Baudou,Billing Question,Within SLA,Neutral,Florida,33,
NHO-66143276-5-199441-Xx,13-10-2020,Denver,Email,Los Angeles,Lauritz Legion,Billing Question,Within SLA,Neutral,California,42,
PQX-12543989-V-802245-Vv,14-10-2020,Denver,Email,New York City,Mordy Killford,Billing Question,Within SLA,Neutral,New York,6,
RAS-28795376-b-840303-ir,14-10-2020,Denver,Email,Detroit,Rozelle Ipsly,Billing Question,Within SLA,Neutral,Michigan,26,
OBZ-71512150-0-045536-9m,14-10-2020,Denver,Email,Great Neck,Kaiser Champley,Billing Question,Within SLA,Neutral,New York,26,
DUQ-48029300-k-689961-Fs,16-10-2020,Denver,Email,Seattle,Zarah Wringe,Billing Question,Within SLA,Neutral,Washington,7,
ZAO-78222879-m-046623-9z,16-10-2020,Denver,Email,El Paso,Putnam Coils,Billing Question,Within SLA,Neutral,Texas,41,
JSS-60009594-l-542537-HJ,19-10-2020,Denver,Email,Philadelphia,Kalil Kneebone,Billing Question,Within SLA,Neutral,Pennsylvania,5,
DLW-05900309-v-452940-S8,19-10-2020,Denver,Email,Washington,Felizio Edsell,Billing Question,Within SLA,Neutral,District of Columbia,6,
PBU-14422886-a-738996-nW,19-10-2020,Denver,Email,Shreveport,Adair Shearwood,Billing Question,Within SLA,Neutral,Louisiana,11,
LNT-40750459-l-782337-Sg,19-10-2020,Denver,Email,New Castle,Giorgio Gornar,Billing Question,Within SLA,Neutral,Pennsylvania,26,
BTY-25358883-0-894654-wN,20-10-2020,Denver,Email,Daytona Beach,Giacopo Vella,Billing Question,Within SLA,Neutral,Florida,6,
HEL-18917526-v-534484-nb,20-10-2020,Denver,Email,Jacksonville,Patti Ketchaside,Billing Question,Within SLA,Neutral,Florida,32,
VUS-20261710-h-895929-Vl,21-10-2020,Denver,Email,Las Vegas,Shandra Dinzey,Billing Question,Within SLA,Neutral,Nevada,6,
OKQ-73559545-F-317861-wU,21-10-2020,Denver,Email,Riverside,Nissa Orht,Billing Question,Within SLA,Neutral,California,7,
LMD-74533148-2-724256-94,22-10-2020,Denver,Email,Charlotte,Jesse Garrelts,Billing Question,Within SLA,Neutral,North Carolina,8,
LDU-71682214-B-732408-eK,22-10-2020,Denver,Email,Gary,Husain Lumbers,Billing Question,Within SLA,Neutral,Indiana,24,
EMK-10315596-E-160330-B3,23-10-2020,Denver,Email,Hartford,Alvera Hegges,Billing Question,Within SLA,Neutral,Connecticut,16,
JGH-35676958-3-463324-Fo,23-10-2020,Denver,Email,Jamaica,Nina Bolter,Billing Question,Within SLA,Neutral,New York,16,
WUM-20107688-m-372383-iY,25-10-2020,Denver,Email,Des Moines,Felix Reddings,Billing Question,Within SLA,Neutral,Iowa,31,
ACD-95213289-u-666897-Qv,25-10-2020,Denver,Email,Hayward,Any Batterham,Billing Question,Within SLA,Neutral,California,38,
TUW-45983239-Z-592537-Zz,26-10-2020,Denver,Email,Akron,Waverley Bilbery,Billing Question,Within SLA,Neutral,Ohio,42,
QOU-02836305-F-486364-Pq,27-10-2020,Denver,Email,Oklahoma City,Dorelia Annwyl,Billing Question,Within SLA,Neutral,Oklahoma,14,
FNQ-70103898-C-854076-mp,28-10-2020,Denver,Email,Glendale,Alfredo Espie,Billing Question,Within SLA,Neutral,California,16,
GQW-14957288-4-347504-Ku,28-10-2020,Denver,Email,Waco,Sallyanne Petchell,Billing Question,Within SLA,Neutral,Texas,34,
XZM-64900256-f-963796-uF,29-10-2020,Denver,Email,Scranton,Chico Alldis,Billing Question,Within SLA,Neutral,Pennsylvania,21,
XZD-78012627-W-967730-MR,29-10-2020,Denver,Email,Macon,Etti Brighouse,Billing Question,Within SLA,Neutral,Georgia,24,
ETU-81029513-b-347326-Mu,29-10-2020,Denver,Email,Washington,Ana Cobbald,Billing Question,Within SLA,Neutral,District of Columbia,37,
PJM-04025216-B-365032-rj,29-10-2020,Denver,Email,Minneapolis,Ellsworth Boddy,Billing Question,Within SLA,Neutral,Minnesota,37,
HBQ-91574789-M-313753-YU,01-10-2020,Denver,Email,Flint,Hoebart Menco,Billing Question,Within SLA,Neutral,Michigan,33,5
ETT-36790756-n-575265-Sz,01-10-2020,Denver,Email,Austin,Winifred Gimenez,Billing Question,Within SLA,Neutral,Texas,45,5
UFU-39517837-r-807185-fF,02-10-2020,Denver,Email,Lincoln,Lissie Vasyatkin,Billing Question,Within SLA,Neutral,Nebraska,12,5
MNM-06028894-Y-503899-er,04-10-2020,Denver,Email,Bradenton,Cletus Balfe,Billing Question,Within SLA,Neutral,Florida,29,5
PDV-05875192-E-051223-7C,13-10-2020,Denver,Email,Richmond,Jorge Greenstead,Billing Question,Within SLA,Neutral,Virginia,28,5
RWC-44552864-h-739100-G1,13-10-2020,Denver,Email,Washington,Susanne Pladen,Billing Question,Within SLA,Neutral,District of Columbia,39,5
MFL-73348044-u-057152-o0,18-10-2020,Denver,Email,Fredericksburg,Aretha Wolters,Billing Question,Within SLA,Neutral,Virginia,24,5
ELU-06945781-F-973673-vP,20-10-2020,Denver,Email,Boston,Randa Percifull,Billing Question,Within SLA,Neutral,Massachusetts,28,5
YWN-00027267-9-382415-QQ,28-10-2020,Denver,Email,Chicago,Abram Artingstall,Billing Question,Within SLA,Neutral,Illinois,15,5
EHV-39038920-N-974384-xq,02-10-2020,Denver,Email,Odessa,Lionello Fayerbrother,Billing Question,Within SLA,Neutral,Texas,24,6
MUQ-21960004-1-796649-yY,03-10-2020,Denver,Email,Cleveland,Arlinda Mussotti,Billing Question,Within SLA,Neutral,Ohio,25,6
YVP-27295768-F-821426-J2,04-10-2020,Denver,Email,Washington,Tamqrah Munday,Billing Question,Within SLA,Neutral,District of Columbia,24,6
OGA-82321482-n-970368-sK,09-10-2020,Denver,Email,Modesto,Merell Oldham,Billing Question,Within SLA,Neutral,California,8,6
VWT-03842981-B-948932-yR,14-10-2020,Denver,Email,Irving,Charin Fanton,Billing Question,Within SLA,Neutral,Texas,33,6
OHN-85529820-K-451496-5q,19-10-2020,Denver,Email,Cape Coral,Claiborn Kenelin,Billing Question,Within SLA,Neutral,Florida,22,6
VCY-89458098-o-740265-MB,20-10-2020,Denver,Email,Kansas City,Thorpe Hummerston,Billing Question,Within SLA,Neutral,Kansas,38,6
XLF-38837147-M-591694-Tt,20-10-2020,Denver,Email,Pittsburgh,Celestina St Angel,Billing Question,Within SLA,Neutral,Pennsylvania,44,6
AFY-87841666-w-793023-ev,23-10-2020,Denver,Email,Kansas City,Danyette Rosenshine,Billing Question,Within SLA,Neutral,Kansas,36,6
RVU-27160206-Q-821098-dc,24-10-2020,Denver,Email,Daytona Beach,Sven Povlsen,Billing Question,Within SLA,Neutral,Florida,22,6
GVC-48337241-C-027604-V6,27-10-2020,Denver,Email,Detroit,Giffard Costigan,Billing Question,Within SLA,Neutral,Michigan,8,6
ZON-60713031-u-448096-tq,28-10-2020,Denver,Email,Sioux City,Reade Troillet,Billing Question,Within SLA,Neutral,Iowa,11,6
RRW-90707145-j-626373-oX,28-10-2020,Denver,Email,Littleton,Yanaton Briereton,Billing Question,Within SLA,Neutral,Colorado,23,6
INY-26395231-F-921592-iu,09-10-2020,Denver,Email,Greensboro,Harris Ruffle,Billing Question,Within SLA,Neutral,North Carolina,38,7
CWL-13439050-X-234026-TH,12-10-2020,Denver,Email,San Francisco,Kipp Metzig,Billing Question,Within SLA,Neutral,California,19,7
NOM-63382576-I-427664-Zs,13-10-2020,Denver,Email,Palo Alto,Wright Postle,Billing Question,Within SLA,Neutral,California,28,7
CPH-61325798-F-757565-pU,15-10-2020,Denver,Email,Moreno Valley,Meredith Dingivan,Billing Question,Within SLA,Neutral,California,35,7
ZKF-56452998-X-397866-xf,24-10-2020,Denver,Email,Tucson,Gaylord Butland,Billing Question,Within SLA,Neutral,Arizona,35,7
DOH-22030334-y-612524-nV,28-10-2020,Denver,Email,Charlotte,Ingar Cuppitt,Billing Question,Within SLA,Neutral,North Carolina,27,7
WXK-30532571-m-541752-Vv,30-10-2020,Denver,Email,Modesto,Nicolea Norcutt,Billing Question,Within SLA,Neutral,California,6,7
KVF-52237801-m-994764-1l,01-10-2020,Denver,Email,Buffalo,Harlen Aspole,Billing Question,Within SLA,Neutral,New York,43,8
OTR-27254718-G-457328-JJ,02-10-2020,Denver,Email,York,Morgana Dufore,Billing Question,Within SLA,Neutral,Pennsylvania,8,8
SQZ-67645696-g-222821-8a,05-10-2020,Denver,Email,Indianapolis,Con Boorman,Billing Question,Within SLA,Neutral,Indiana,43,8
GRV-78469047-5-745385-Pr,06-10-2020,Denver,Email,Tampa,Britta Boullin,Billing Question,Within SLA,Neutral,Florida,9,8
KSQ-65488729-1-752448-mk,07-10-2020,Denver,Email,Brooklyn,Celene Stansall,Billing Question,Within SLA,Neutral,New York,11,8
ZIR-35480801-p-123130-tV,07-10-2020,Denver,Email,New York City,Nadeen Drinkel,Billing Question,Within SLA,Neutral,New York,45,8
WCQ-65761523-p-321444-qE,10-10-2020,Denver,Email,Baltimore,Philip Breem,Billing Question,Within SLA,Neutral,Maryland,29,8
MPJ-44493286-8-362986-uc,13-10-2020,Denver,Email,Mansfield,Siobhan Huyche,Billing Question,Within SLA,Neutral,Ohio,16,8
VWU-84563438-h-202764-25,14-10-2020,Denver,Email,Ogden,Massimo Riccione,Billing Question,Within SLA,Neutral,Utah,41,8
QYE-29733732-d-684148-Qu,16-10-2020,Denver,Email,Boston,Marla Erbain,Billing Question,Within SLA,Neutral,Massachusetts,20,8
OUO-45481353-A-017610-6G,16-10-2020,Denver,Email,Saint Joseph,Madeline Leak,Billing Question,Within SLA,Neutral,Missouri,34,8
XWN-64426820-z-911423-yc,17-10-2020,Denver,Email,Asheville,Ansley Trumper,Billing Question,Within SLA,Neutral,North Carolina,27,8
CIJ-53517787-V-627108-nl,20-10-2020,Denver,Email,Pensacola,Siusan Horstead,Billing Question,Within SLA,Neutral,Florida,25,8
WJV-79741678-U-529861-Jg,26-10-2020,Denver,Email,Newport News,Derwin Lodwig,Billing Question,Within SLA,Neutral,Virginia,5,8
JSH-55190643-8-601644-qD,27-10-2020,Denver,Email,Tampa,Natale Jakubovitch,Billing Question,Within SLA,Neutral,Florida,32,8
JBV-54407475-6-075983-Ut,03-10-2020,Denver,Email,Oceanside,Saidee Robelin,Billing Question,Within SLA,Positive,California,34,
USD-58433674-5-558642-M4,04-10-2020,Denver,Email,Dallas,Ivonne Cardillo,Billing Question,Within SLA,Positive,Texas,23,
ZUW-77782348-r-700668-ke,06-10-2020,Denver,Email,Madison,Lettie Klesse,Billing Question,Within SLA,Positive,Wisconsin,41,
GHY-60617537-V-934790-OX,07-10-2020,Denver,Email,Pittsburgh,Ema Rushton,Billing Question,Within SLA,Positive,Pennsylvania,6,
WYF-63661677-j-642083-JD,07-10-2020,Denver,Email,Gadsden,Joey Dubble,Billing Question,Within SLA,Positive,Alabama,28,
FKI-14158410-2-933525-rL,11-10-2020,Denver,Email,Houston,Juliette Avraham,Billing Question,Within SLA,Positive,Texas,15,
FCB-73889637-7-886382-AR,11-10-2020,Denver,Email,Long Beach,Cindi Tratton,Billing Question,Within SLA,Positive,California,34,
PSW-75392710-E-356700-57,12-10-2020,Denver,Email,Dallas,Alexi Soares,Billing Question,Within SLA,Positive,Texas,16,
ONN-56649576-H-328176-eH,12-10-2020,Denver,Email,Orange,Jody Veschi,Billing Question,Within SLA,Positive,California,29,
TDQ-03221463-N-946138-27,14-10-2020,Denver,Email,Chicago,Alecia Keedy,Billing Question,Within SLA,Positive,Illinois,45,
KDW-26208863-y-557875-H2,15-10-2020,Denver,Email,Aurora,Chance Benediktovich,Billing Question,Within SLA,Positive,Colorado,14,
DHQ-21279709-r-970681-sk,15-10-2020,Denver,Email,Wichita,Lewie Ivashechkin,Billing Question,Within SLA,Positive,Kansas,45,
BVZ-30249208-K-655613-jJ,17-10-2020,Denver,Email,Oklahoma City,Dudley Trimby,Billing Question,Within SLA,Positive,Oklahoma,36,
ZIG-50384320-a-368114-A0,18-10-2020,Denver,Email,Phoenix,Burg Bartunek,Billing Question,Within SLA,Positive,Arizona,10,
NOL-95832931-Z-692433-2t,19-10-2020,Denver,Email,Sacramento,Raviv Wibrew,Billing Question,Within SLA,Positive,California,43,
WFR-66120886-y-070398-ru,21-10-2020,Denver,Email,Canton,Richard Colombier,Billing Question,Within SLA,Positive,Ohio,16,
JXT-55964233-B-522221-Zp,21-10-2020,Denver,Email,Charleston,Jedediah Dring,Billing Question,Within SLA,Positive,West Virginia,21,
QJX-99791829-v-693564-br,23-10-2020,Denver,Email,Memphis,Ardelis Stammler,Billing Question,Within SLA,Positive,Tennessee,10,
DKC-81594102-F-405063-eO,23-10-2020,Denver,Email,Warren,Bentley Jirek,Billing Question,Within SLA,Positive,Michigan,34,
FTT-25428032-a-156260-JE,23-10-2020,Denver,Email,New York City,Penny Lace,Billing Question,Within SLA,Positive,New York,41,
THS-46348390-n-652297-xV,24-10-2020,Denver,Email,Cleveland,Carl Bortoluzzi,Billing Question,Within SLA,Positive,Ohio,22,
SDX-99272273-E-917744-ND,26-10-2020,Denver,Email,Sacramento,Gwendolyn Ozelton,Billing Question,Within SLA,Positive,California,31,
OED-65036837-Z-819634-jN,27-10-2020,Denver,Email,Garden Grove,Keeley Akett,Billing Question,Within SLA,Positive,California,7,
MUL-27260236-x-193113-Dv,28-10-2020,Denver,Email,Philadelphia,Chantalle Argyle,Billing Question,Within SLA,Positive,Pennsylvania,13,
BPS-71476685-h-693717-XI,28-10-2020,Denver,Email,Little Rock,Morris Annion,Billing Question,Within SLA,Positive,Arkansas,32,
MWH-45798999-k-724461-ty,28-10-2020,Denver,Email,Springfield,Tedman Sirmond,Billing Question,Within SLA,Positive,Massachusetts,39,
TJM-36702705-8-944502-29,29-10-2020,Denver,Email,Bradenton,Sean Clutton,Billing Question,Within SLA,Positive,Florida,45,
AGT-73800468-r-870982-Tl,01-10-2020,Denver,Email,Orlando,Mignonne Coulbeck,Billing Question,Within SLA,Positive,Florida,11,7
OGM-92088669-R-232521-gg,01-10-2020,Denver,Email,Colorado Springs,Cyrill Realph,Billing Question,Within SLA,Positive,Colorado,42,7
OKO-62287460-K-552313-yb,03-10-2020,Denver,Email,Washington,Lamond Law,Billing Question,Within SLA,Positive,District of Columbia,6,7
HLZ-42202384-x-934526-Sq,07-10-2020,Denver,Email,Washington,Ricki McNevin,Billing Question,Within SLA,Positive,District of Columbia,35,7
JVX-71467024-Y-448959-JW,17-10-2020,Denver,Email,Portland,Yancey Cardenosa,Billing Question,Within SLA,Positive,Oregon,27,7
STE-16074064-0-680293-29,23-10-2020,Denver,Email,Miami,Amandie Sommerton,Billing Question,Within SLA,Positive,Florida,34,7
IGC-71995354-M-809731-hm,28-10-2020,Denver,Email,Buffalo,Loralee Mynett,Billing Question,Within SLA,Positive,New York,41,7
GGB-73293049-t-467191-iN,29-10-2020,Denver,Email,Sacramento,Gerry McKellar,Billing Question,Within SLA,Positive,California,17,7
AXH-12549029-L-972841-2b,18-10-2020,Denver,Email,Springfield,Gerladina Valero,Billing Question,Within SLA,Positive,Massachusetts,40,8
SIV-75780666-n-966740-HL,30-10-2020,Denver,Email,Indianapolis,Kitti Monketon,Billing Question,Within SLA,Positive,Indiana,43,8
WZG-19188199-D-704855-Tx,06-10-2020,Denver,Email,Youngstown,Evy Shinn,Billing Question,Within SLA,Positive,Ohio,17,9
IBT-10266504-F-787110-21,10-10-2020,Denver,Email,Erie,Kyle De Mitris,Billing Question,Within SLA,Positive,Pennsylvania,42,9
PKP-11510548-6-052938-GM,01-10-2020,Denver,Email,Los Angeles,Caro Buckberry,Billing Question,Within SLA,Very Negative,California,16,
KPJ-74927862-L-286239-WE,01-10-2020,Denver,Email,Fort Wayne,Nickie Laphorn,Billing Question,Within SLA,Very Negative,Indiana,44,
RWK-42999978-C-045171-PG,03-10-2020,Denver,Email,Bryan,Kerri Weatherill,Billing Question,Within SLA,Very Negative,Texas,11,
UYV-80115271-l-048644-PS,07-10-2020,Denver,Email,Roanoke,Pris Jeanin,Billing Question,Within SLA,Very Negative,Virginia,43,
XKP-45496995-1-171961-9e,08-10-2020,Denver,Email,Washington,Orbadiah Hedling,Billing Question,Within SLA,Very Negative,District of Columbia,30,
CNT-28317525-O-394349-3b,09-10-2020,Denver,Email,Billings,Anna Bricksey,Billing Question,Within SLA,Very Negative,Montana,5,
VTZ-15296589-v-168019-cS,09-10-2020,Denver,Email,Topeka,Jarib Rosthorn,Billing Question,Within SLA,Very Negative,Kansas,7,
MKT-01297514-F-105873-YK,10-10-2020,Denver,Email,Washington,See McGilbon,Billing Question,Within SLA,Very Negative,District of Columbia,6,
ONY-12309885-j-250577-oU,12-10-2020,Denver,Email,Alhambra,Simonne Guillart,Billing Question,Within SLA,Very Negative,California,38,
TJT-09994636-1-083085-PF,17-10-2020,Denver,Email,Charleston,Erma Tappor,Billing Question,Within SLA,Very Negative,West Virginia,29,
PAX-53349191-g-124355-nl,18-10-2020,Denver,Email,Frankfort,Gisela Jankowski,Billing Question,Within SLA,Very Negative,Kentucky,11,
JMJ-45363323-N-355321-Br,18-10-2020,Denver,Email,Baltimore,Fae Nevinson,Billing Question,Within SLA,Very Negative,Maryland,12,
GKT-49813238-L-660009-7C,18-10-2020,Denver,Email,Albuquerque,Dulcie VanBrugh,Billing Question,Within SLA,Very Negative,New Mexico,23,
AKA-14352042-T-534158-pI,19-10-2020,Denver,Email,North Hollywood,Clevie Anchor,Billing Question,Within SLA,Very Negative,California,35,
IPL-11572607-c-983071-MR,20-10-2020,Denver,Email,Olympia,Caryl Lethcoe,Billing Question,Within SLA,Very Negative,Washington,27,
BAX-50676407-S-358527-rd,20-10-2020,Denver,Email,Santa Barbara,Agretha Mewburn,Billing Question,Within SLA,Very Negative,California,45,
FBF-80554136-n-802135-CI,22-10-2020,Denver,Email,Columbus,Sheffie Penni,Billing Question,Within SLA,Very Negative,Ohio,8,
UFX-72076636-8-064649-49,22-10-2020,Denver,Email,Salt Lake City,Stafford Orthmann,Billing Question,Within SLA,Very Negative,Utah,27,
UZO-71509500-j-869941-tR,23-10-2020,Denver,Email,Washington,Wilden Dumbar,Billing Question,Within SLA,Very Negative,District of Columbia,24,
VJR-90795552-Q-574752-fU,23-10-2020,Denver,Email,Washington,Eugenie Hugonet,Billing Question,Within SLA,Very Negative,District of Columbia,39,
RXX-34584977-N-977248-tS,25-10-2020,Denver,Email,Reading,Barbe Rawsthorn,Billing Question,Within SLA,Very Negative,Pennsylvania,18,
TTD-91210415-i-081949-J0,26-10-2020,Denver,Email,Portland,Herby Sidle,Billing Question,Within SLA,Very Negative,Oregon,9,
LAR-62410229-8-344082-80,26-10-2020,Denver,Email,Indianapolis,Abagail Pfeffer,Billing Question,Within SLA,Very Negative,Indiana,21,
YJZ-09546744-s-154464-pp,26-10-2020,Denver,Email,Columbia,Jeramie Olpin,Billing Question,Within SLA,Very Negative,South Carolina,45,
APK-61999731-d-966430-S0,27-10-2020,Denver,Email,Orlando,Rhona Shercliff,Billing Question,Within SLA,Very Negative,Florida,36,
BBW-39295464-k-347397-bQ,28-10-2020,Denver,Email,Topeka,Kirbie Dumbar,Billing Question,Within SLA,Very Negative,Kansas,19,
OSX-94111638-J-351806-8E,28-10-2020,Denver,Email,Miami,Ruthann Clever,Billing Question,Within SLA,Very Negative,Florida,20,
ELS-25235723-O-771958-o9,29-10-2020,Denver,Email,Fort Wayne,Berne Batistelli,Billing Question,Within SLA,Very Negative,Indiana,17,
VJE-39603554-u-777736-hM,08-10-2020,Denver,Email,Pittsburgh,Cati Davidy,Billing Question,Within SLA,Very Negative,Pennsylvania,36,1
NLO-55018015-w-822902-8U,17-10-2020,Denver,Email,Bethlehem,Tina Giraudou,Billing Question,Within SLA,Very Negative,Pennsylvania,14,1
FGJ-33233681-v-611244-GL,17-10-2020,Denver,Email,Pensacola,Skipp Anselm,Billing Question,Within SLA,Very Negative,Florida,21,1
CZR-22188147-y-569232-OC,29-10-2020,Denver,Email,Grand Junction,Dita Ropkes,Billing Question,Within SLA,Very Negative,Colorado,29,1
PAR-26990536-L-740787-cU,30-10-2020,Denver,Email,Moreno Valley,Blakeley Poundsford,Billing Question,Within SLA,Very Negative,California,5,1
AWF-87416565-W-781571-YP,30-10-2020,Denver,Email,Jamaica,Sharlene Hearnah,Billing Question,Within SLA,Very Negative,New York,36,1
HQJ-97069754-G-490354-Oy,08-10-2020,Denver,Email,San Francisco,Josiah Nani,Billing Question,Within SLA,Very Negative,California,30,2
ICC-04258868-M-127038-uw,22-10-2020,Denver,Email,Seattle,Burk Cheetam,Billing Question,Within SLA,Very Negative,Washington,33,2
ISM-72281134-b-742993-xD,24-10-2020,Denver,Email,Lincoln,Zacharias Elsmore,Billing Question,Within SLA,Very Negative,Nebraska,40,2
JSV-86066174-G-440244-H4,01-10-2020,Denver,Email,Naples,Julie Mustill,Billing Question,Within SLA,Very Negative,Florida,31,3
AFA-92102231-t-302932-vx,07-10-2020,Denver,Email,Pittsburgh,Gabbey Howgego,Billing Question,Within SLA,Very Negative,Pennsylvania,17,3
SNF-79635272-M-780860-qx,10-10-2020,Denver,Email,Southfield,Deane Agget,Billing Question,Within SLA,Very Negative,Michigan,34,3
FPK-72704336-9-959752-ZA,12-10-2020,Denver,Email,Philadelphia,Wilma Castilljo,Billing Question,Within SLA,Very Negative,Pennsylvania,10,3
LKZ-72117569-M-942935-qc,13-10-2020,Denver,Email,Cincinnati,Carmine Rosenfrucht,Billing Question,Within SLA,Very Negative,Ohio,25,3
MMO-21471752-o-964927-fv,17-10-2020,Denver,Email,Louisville,Emilia Sargeaunt,Billing Question,Within SLA,Very Negative,Kentucky,31,3
VCU-26852479-I-877091-wV,22-10-2020,Denver,Email,Columbia,Purcell Kidney,Billing Question,Within SLA,Very Negative,South Carolina,21,3
FPO-78315721-h-191722-lY,24-10-2020,Denver,Email,Monticello,Chantalle Tungay,Billing Question,Within SLA,Very Negative,Minnesota,12,3
OMI-26217363-s-531122-R4,29-10-2020,Denver,Email,Charleston,Irita Laminman,Billing Question,Within SLA,Very Negative,South Carolina,41,3
GMS-24374882-F-414700-gJ,05-10-2020,Denver,Email,Portsmouth,Mab Lafford,Billing Question,Within SLA,Very Negative,Virginia,5,4
YZF-18595054-0-264942-kO,07-10-2020,Denver,Email,Saint Louis,Kip Batterham,Billing Question,Within SLA,Very Negative,Missouri,41,4
HPS-22529608-Z-685555-0K,12-10-2020,Denver,Email,Pueblo,Myrta Blance,Billing Question,Within SLA,Very Negative,Colorado,21,4
BCS-17976782-f-009212-yY,14-10-2020,Denver,Email,Norwalk,Angus Martyns,Billing Question,Within SLA,Very Negative,Connecticut,5,4
LLQ-12750072-j-013356-7W,27-10-2020,Denver,Email,Albany,Carleton Vaskin,Billing Question,Within SLA,Very Negative,New York,28,4
UJB-97601519-n-445127-OK,30-10-2020,Denver,Email,Miami,Eachelle Howsin,Billing Question,Within SLA,Very Negative,Florida,35,4
OWH-10741150-Z-606117-yl,01-10-2020,Denver,Email,Grand Rapids,Muriel Ebenezer,Billing Question,Within SLA,Very Positive,Michigan,17,
FPZ-13261694-5-807221-ws,02-10-2020,Denver,Email,Riverside,Xylia Baffin,Billing Question,Within SLA,Very Positive,California,25,
XED-79262028-V-709989-yv,02-10-2020,Denver,Email,New York City,Hurley Domm,Billing Question,Within SLA,Very Positive,New York,34,
TVJ-18948564-s-097064-Fw,05-10-2020,Denver,Email,Fort Lauderdale,Guinna Duigenan,Billing Question,Within SLA,Very Positive,Florida,44,
XUE-62004041-w-815055-kS,07-10-2020,Denver,Email,Indianapolis,Tobie Markovic,Billing Question,Within SLA,Very Positive,Indiana,32,
RIZ-21210257-r-182925-Fh,09-10-2020,Denver,Email,Little Rock,Maddy Orchard,Billing Question,Within SLA,Very Positive,Arkansas,35,
YQB-65517955-v-433029-Zq,10-10-2020,Denver,Email,San Jose,Lynn Spurden,Billing Question,Within SLA,Very Positive,California,29,
BWX-77823593-V-449022-mC,14-10-2020,Denver,Email,Austin,Danica Ceschelli,Billing Question,Within SLA,Very Positive,Texas,44,
MKP-82512242-Y-475927-Ei,15-10-2020,Denver,Email,Lexington,Mamie Rumsey,Billing Question,Within SLA,Very Positive,Kentucky,41,
TBP-96211281-p-288642-vt,17-10-2020,Denver,Email,Lansing,Noach Taffurelli,Billing Question,Within SLA,Very Positive,Michigan,34,
ZVO-12020626-s-884899-6f,18-10-2020,Denver,Email,New York City,Austina Ramberg,Billing Question,Within SLA,Very Positive,New York,6,
XIM-21275804-l-474537-ce,23-10-2020,Denver,Email,Hialeah,Yolanda Swateridge,Billing Question,Within SLA,Very Positive,Florida,10,
